S.No,Company Name,Industry,Country,Date of Attack,Type of Attack,Attack Vector,Data Type Compromised,Records Exposed,Financial Loss ($),Recovery Cost ($),Downtime (Days),Employees,Ransom Demanded?,Ransom Paid?,Detect Time (Days),Contain Time (Days),Attack Source,Reported?,Regulatory Penalty ($),Public Impact
155,MegaMart,Retail,USA,2021-06-28,DDoS,Web App,User Credentials,30274,4172999,808295,2,79861,No,Yes,13,22,Internal,Yes,644997,Truth significant mission large be.
156,ConnectNow,Telecom,Canada,2022-03-29,Data Breach,Cloud Misconfig,Health Records,424182,1193791,1116443,28,19343,Yes,Yes,64,12,External,No,848189,Choice price condition cost.
157,BrightMinds,Education,Australia,2023-10-17,Phishing,Cloud Misconfig,Customer Data,136027,4814928,594536,26,75603,No,No,71,21,External,Yes,621100,Line good machine.
158,TrackSwift,Logistics,Australia,2021-05-25,DDoS,Third-party Vendor,Health Records,410555,1076122,39638,6,74099,Yes,No,53,22,Internal,No,301037,Type he control fill ten seem.
159,SafePay Group,Finance,Japan,2022-01-31,Credential Theft,Email,Financial Data,448020,377020,1786909,1,7214,Yes,Yes,96,1,Internal,Yes,116168,Body bring various series.
160,UrbanCart,Retail,Germany,2024-12-20,Phishing,Third-party Vendor,Health Records,573776,2085466,218268,24,90635,Yes,Unknown,96,21,External,No,190117,Tax chance forget mind.
161,NovaBank,Finance,France,2024-03-15,Data Breach,Email,Customer Data,369517,4196840,1033571,19,31002,No,No,24,29,Internal,No,966588,Experience whatever election job foreign.
162,ConnectNow,Telecom,Australia,2022-04-21,Phishing,Phishing Link,Financial Data,764952,2641735,1001978,25,86810,Yes,No,90,30,Internal,No,859316,Condition couple save late even.
163,TrustCapital,Finance,Japan,2020-07-23,Phishing,Web App,Employee Records,348554,3560823,632651,8,99093,No,Yes,18,21,External,No,316688,Could relate safe one game.
164,ShopEase,Retail,Japan,2023-09-02,Ransomware,Email,Health Records,651923,3278163,686758,8,68446,Yes,No,63,15,External,No,645628,Stage day art always defense.
165,BrightMinds,Education,Brazil,2022-01-28,Phishing,Phishing Link,Health Records,186754,75733,667533,18,35781,Yes,No,33,28,Internal,No,508901,Protect green south.
166,UrbanCart,Retail,Japan,2024-07-18,DDoS,USB Drive,Customer Data,755185,3087222,1711620,5,93723,No,Yes,18,11,External,Yes,776702,Table run true cell see specific.
167,MegaMart,Retail,Brazil,2020-10-13,DDoS,Web App,Customer Data,129455,4514380,168242,6,63079,No,Unknown,35,7,External,No,866243,Fall maybe usually find have tell anyone.
168,RoadRunner Logi,Logistics,Japan,2021-07-21,Phishing,Phishing Link,Financial Data,899798,2869896,1045743,12,45785,Yes,No,32,17,External,Yes,603180,Democratic attack them method.
169,NovaBank,Finance,UK,2021-01-25,Phishing,Third-party Vendor,Customer Data,269370,876614,1085718,16,71654,Yes,No,58,27,Internal,No,404005,Body style ball commercial western receive.
170,RoadRunner Logi,Logistics,India,2023-01-28,Phishing,Phishing Link,Employee Records,225283,2415806,788113,10,34433,Yes,Yes,77,10,Internal,No,794420,Us street interest here down significant trial case.
171,MediTech Global,Healthcare,UK,2022-08-09,Ransomware,USB Drive,Health Records,630597,382506,230391,8,12579,No,Yes,2,24,External,No,375313,General collection health price sort color.
172,AxisWealth,Finance,Canada,2022-02-23,Phishing,Cloud Misconfig,Employee Records,664020,3642584,1868340,14,41707,No,No,60,13,Internal,No,276968,Scene single in them.
173,ConnectNow,Telecom,Canada,2023-01-04,Malware,Web App,Customer Data,966393,2906288,130909,27,73152,Yes,No,23,1,External,Yes,691759,Country physical decade spend avoid six despite.
174,TechBloom,Tech,Germany,2023-12-04,Phishing,Cloud Misconfig,Financial Data,951046,1982183,924808,11,67603,No,No,69,11,External,No,972823,Another brother field mother management.
175,Learnify,Education,Australia,2021-08-26,Phishing,Cloud Misconfig,User Credentials,418008,2012211,1187744,13,66798,Yes,No,95,14,Internal,No,337448,Traditional fine painting very like short collection.
176,OpenCampus,Education,Brazil,2022-07-09,Phishing,Email,Customer Data,888751,2103214,971162,29,29290,Yes,No,35,15,External,No,100015,Tell something your world short.
177,EduFuture,Education,Singapore,2022-11-19,Ransomware,Email,Employee Records,948142,3763563,890600,14,18140,Yes,Unknown,60,18,Internal,No,925660,Successful raise admit whom indeed difference trouble mouth.
178,MediTech Global,Healthcare,India,2023-07-19,Malware,Cloud Misconfig,Health Records,821270,1442080,1674056,16,73520,Yes,No,92,9,External,No,474085,Myself push certain town power Republican successful shoulder.
179,ShopEase,Retail,Australia,2024-09-13,Malware,Cloud Misconfig,Health Records,276180,3282999,1024825,2,75688,No,No,20,2,Internal,No,177802,Education value make community agent shake call.
180,HealTech,Healthcare,Japan,2020-11-27,Phishing,Phishing Link,Financial Data,584741,1026847,1726343,23,35567,No,No,78,20,External,Yes,37725,Memory guy water week participant.
181,AxisWealth,Finance,Singapore,2020-09-12,Phishing,Email,Customer Data,341188,2415216,1111332,16,70435,Yes,Yes,81,9,Internal,Yes,87414,Store yes present especially.
182,FastMove,Logistics,France,2024-11-23,DDoS,Web App,Customer Data,727541,3104142,1344710,29,73434,No,Unknown,13,22,External,No,531126,Full others throw he.
183,BrightMinds,Education,India,2022-01-04,Credential Theft,Web App,User Credentials,18623,2056270,285081,28,71020,Yes,Unknown,31,30,Internal,Yes,628521,Result surface show grow six free.
184,MegaMart,Retail,Germany,2021-08-04,DDoS,USB Drive,Health Records,763807,3647084,685942,24,15675,Yes,Yes,55,5,Internal,Yes,762431,He throughout safe guy behavior.
185,BioGenix,Healthcare,Brazil,2024-01-02,Ransomware,Third-party Vendor,Employee Records,726168,3900227,1233456,25,37320,Yes,No,70,1,Internal,No,154196,Full executive which adult sign land.
186,CloudForge,Tech,Germany,2020-08-29,Credential Theft,Third-party Vendor,Employee Records,629580,3906464,584288,24,59295,Yes,Unknown,96,18,External,No,873543,Culture morning since.
187,MediTech Global,Healthcare,Japan,2020-10-18,Data Breach,Email,Financial Data,219673,2351516,1621161,19,23457,Yes,Yes,30,17,Internal,Yes,896431,Computer focus or example somebody seek white everybody.
188,LifeSure Health,Healthcare,USA,2023-12-14,Ransomware,Web App,Financial Data,727329,4973109,258276,28,72536,No,No,77,17,External,Yes,607994,They somebody tend future on.
189,TrustCapital,Finance,USA,2025-03-05,Malware,Cloud Misconfig,Customer Data,96948,757684,1619368,22,68863,Yes,No,35,5,External,No,315597,Fear sea table.
190,NovaBank,Finance,UK,2020-08-13,Data Breach,Third-party Vendor,Financial Data,440881,2598448,147440,17,54890,Yes,Unknown,51,17,External,Yes,842027,Old think catch city.
191,TechBloom,Tech,UK,2025-03-31,Ransomware,Email,Employee Records,107454,172224,905642,28,29395,No,Yes,30,29,Internal,No,875115,Address chair explain fight serve site these.
192,EnergyCore,Energy,Japan,2022-07-27,Malware,Cloud Misconfig,User Credentials,905312,2066712,816984,28,4244,No,No,9,7,Internal,Yes,678327,Dark specific company fish discover politics sound foot.
193,BrightMinds,Education,Japan,2023-05-21,DDoS,Phishing Link,Financial Data,770850,2857037,1694173,5,43834,Yes,Unknown,89,23,Internal,No,954083,Happy start win window.
194,EduFuture,Education,France,2023-06-18,Data Breach,Email,Health Records,655288,820024,1041565,11,18122,Yes,Unknown,20,16,External,No,39944,Human push the.
195,LifeSure Health,Healthcare,Australia,2022-03-06,Ransomware,Phishing Link,Customer Data,161824,3850766,250492,6,80008,Yes,Unknown,47,25,Internal,Yes,404009,Term debate to person.
196,MegaMart,Retail,France,2024-01-12,Malware,Phishing Link,Health Records,359332,3906618,797977,1,46203,No,Yes,9,26,External,Yes,855988,Entire PM recently institution.
197,EduFuture,Education,France,2024-09-05,Ransomware,Email,User Credentials,511848,919907,1335765,8,3763,No,Yes,39,1,External,Yes,954053,Opportunity either environment crime on trip one.
198,UrbanCart,Retail,Australia,2020-08-07,Ransomware,USB Drive,User Credentials,203600,918658,1055085,17,8467,No,Yes,75,30,External,No,778084,Green name wide end management up.
199,TechBloom,Tech,Australia,2024-05-02,Ransomware,USB Drive,User Credentials,623104,4614699,1566396,11,17848,No,Yes,98,14,External,No,379312,Energy out indeed foot miss color hotel.
200,LifeSure Health,Healthcare,Brazil,2024-12-11,DDoS,Web App,Customer Data,761562,3849850,611014,21,53304,Yes,No,62,29,External,No,870599,Risk exist people serious.
201,BrightMinds,Education,India,2021-08-20,DDoS,USB Drive,Employee Records,935946,2531616,1642667,23,41593,No,No,58,12,External,Yes,518469,Congress me age politics.
202,Learnify,Education,India,2020-08-16,Malware,Third-party Vendor,Financial Data,912371,1311400,1293356,22,37106,Yes,No,47,18,External,No,119548,Money like or thing.
203,MediTech Global,Healthcare,India,2020-09-26,Phishing,Cloud Misconfig,Employee Records,813786,941636,1061163,4,73209,No,No,58,20,External,Yes,926646,Population two staff.
204,EnergyCore,Energy,Singapore,2024-04-07,DDoS,Phishing Link,Health Records,414171,3249026,186543,22,14314,Yes,No,45,5,External,No,540319,Reduce bed court main mother travel.
205,CodeVista,Tech,Japan,2023-11-12,Data Breach,USB Drive,Employee Records,832818,550767,1885421,21,9590,No,No,94,8,Internal,Yes,433597,Cup also challenge set light station.
206,CloudForge,Tech,Canada,2025-04-09,DDoS,Third-party Vendor,Financial Data,719857,3214727,366064,1,88378,Yes,Unknown,1,18,External,No,836869,Car simple star those.
207,FastMove,Logistics,France,2024-11-09,Malware,Third-party Vendor,Health Records,240669,76544,932104,1,86558,Yes,No,21,5,Internal,Yes,984997,Authority Congress hold argue color wish market.
208,LifeSure Health,Healthcare,Australia,2024-06-13,Data Breach,Phishing Link,User Credentials,220768,3959998,49220,3,49105,No,No,32,7,External,No,29543,Seat property not right.
209,OpenCampus,Education,UK,2025-01-21,Malware,Phishing Link,Employee Records,353027,3451686,1403666,21,45403,No,No,86,12,External,No,103730,Represent budget focus himself catch country matter create.
210,AxisWealth,Finance,France,2025-03-25,Phishing,Phishing Link,Employee Records,332104,3835905,549600,18,2080,No,Yes,2,18,External,No,427615,Include put theory benefit themselves sort.
211,ShopEase,Retail,UK,2021-05-28,Phishing,Third-party Vendor,Financial Data,77983,848845,1395880,15,5727,No,Unknown,21,7,Internal,No,732817,Price pull decade home her point.
212,RoadRunner Logi,Logistics,France,2022-12-24,Ransomware,Email,Customer Data,928174,4974918,1665892,6,46536,No,Unknown,92,18,Internal,No,596073,Prepare whom data process clearly each staff especially.
213,NovaBank,Finance,Japan,2021-06-21,Credential Theft,Email,Customer Data,856996,925732,1892220,16,85313,Yes,No,55,23,External,No,327928,Decision right Mr up enter hospital free.
214,ShopEase,Retail,Germany,2024-10-28,DDoS,Cloud Misconfig,Financial Data,782686,2008468,493277,16,50337,Yes,Unknown,37,3,External,Yes,946551,However girl international must store.
215,BrightMinds,Education,Brazil,2024-11-15,Credential Theft,Web App,Customer Data,384249,552668,525538,23,26758,No,No,85,16,Internal,No,133397,Soon option short analysis one cause free list.
216,Learnify,Education,USA,2024-05-19,Credential Theft,Phishing Link,Health Records,250299,3084229,965006,9,26691,No,Yes,21,22,External,No,576233,Movie campaign outside provide however difficult.
217,TrackSwift,Logistics,Canada,2024-07-18,Data Breach,USB Drive,Financial Data,160589,1887281,1518711,10,82547,No,Unknown,31,11,Internal,No,373935,National prepare general stock voice.
218,BioGenix,Healthcare,Singapore,2024-09-29,DDoS,Third-party Vendor,Health Records,161194,1513285,1534603,26,81300,No,Unknown,49,10,External,No,820194,Not source yes speak ago network common.
219,ShopEase,Retail,France,2024-08-23,Ransomware,Cloud Misconfig,Customer Data,545948,1241283,1825181,25,93088,Yes,Yes,39,3,Internal,Yes,386161,Almost mean dark seat.
220,CargoXpress,Logistics,UK,2022-01-09,Phishing,Web App,Customer Data,64443,320867,782086,6,26386,Yes,Unknown,45,18,Internal,Yes,669459,Fly follow tell kind trial Mrs market seat.
221,ShopEase,Retail,Canada,2023-10-18,Credential Theft,Phishing Link,Customer Data,27951,3446179,845191,14,14016,Yes,Unknown,81,7,External,Yes,850261,Party huge face dark point young whatever experience.
222,SafePay Group,Finance,Canada,2024-01-12,DDoS,Phishing Link,Health Records,766786,1459292,171088,18,67734,Yes,No,42,30,External,Yes,592327,Table letter its begin throughout.
223,TrackSwift,Logistics,Australia,2023-09-07,Phishing,Web App,User Credentials,495897,3973344,855638,19,32250,Yes,No,95,15,Internal,No,603048,Value play minute personal deal figure.
224,FastMove,Logistics,India,2025-03-10,Phishing,Web App,Customer Data,666639,3003779,1277667,12,68230,Yes,Unknown,84,23,Internal,Yes,766979,Race born concern process need give.
225,RoadRunner Logi,Logistics,Australia,2022-08-23,Ransomware,Third-party Vendor,Customer Data,260651,3147565,45212,22,20350,No,Yes,24,17,External,No,67128,Actually smile impact ahead.
226,MediTech Global,Healthcare,India,2025-06-23,Malware,USB Drive,Employee Records,27775,3954852,1809210,4,24262,No,Unknown,9,13,Internal,No,824866,Report let will discussion official spend decade serve.
227,NovaBank,Finance,Brazil,2023-02-01,Credential Theft,Email,Customer Data,237652,3753225,1437657,1,65175,Yes,No,6,10,Internal,Yes,508932,Itself reason south current.
228,RoadRunner Logi,Logistics,Singapore,2025-05-05,Phishing,Email,Financial Data,281250,2817076,1171449,27,78300,No,Unknown,52,27,External,Yes,322552,Total word every show if.
229,CodeVista,Tech,USA,2021-06-16,DDoS,Cloud Misconfig,Employee Records,338386,4581851,148059,5,42991,Yes,Yes,57,19,Internal,Yes,860444,Four too science home inside cause.
230,NetLine,Telecom,Brazil,2022-07-12,Phishing,Phishing Link,Customer Data,709255,2450474,716398,17,99996,No,Yes,52,24,External,Yes,384034,Attention range game data.
231,MegaMart,Retail,USA,2025-04-11,Credential Theft,Cloud Misconfig,Employee Records,365988,1083564,1162223,5,83733,No,Yes,42,5,External,No,245082,Purpose hundred Democrat treatment right.
232,SafePay Group,Finance,UK,2023-01-16,Phishing,USB Drive,Financial Data,75066,3171041,596517,1,33566,No,Yes,31,2,Internal,No,457888,Boy heart couple week kind.
233,UrbanCart,Retail,UK,2023-12-28,Ransomware,Phishing Link,Employee Records,19862,4596785,1301510,30,72423,Yes,No,32,20,External,Yes,471776,Including official remember.
234,RoadRunner Logi,Logistics,Japan,2025-06-22,Malware,USB Drive,User Credentials,428425,588818,1940667,13,85068,No,No,28,26,Internal,Yes,710011,List figure include information anything space.
235,CodeVista,Tech,Brazil,2023-07-02,Data Breach,Cloud Misconfig,User Credentials,183449,1051158,211727,1,8867,No,No,41,22,External,No,601341,New often edge somebody lot attack event no.
236,MegaMart,Retail,India,2021-10-22,Data Breach,Web App,Financial Data,48778,3675017,1586484,7,4136,No,No,27,3,External,Yes,15124,Thing cold first factor wait.
237,TrackSwift,Logistics,India,2021-02-28,Malware,Third-party Vendor,User Credentials,608412,1961930,784420,12,90169,Yes,No,44,3,External,No,157179,Bar affect matter bar agreement fast television top.
238,NetLine,Telecom,India,2022-03-01,Ransomware,Email,Financial Data,777128,2886096,825856,30,7345,Yes,Yes,48,6,Internal,Yes,479956,American choice four attorney determine.
239,RoadRunner Logi,Logistics,Singapore,2023-01-10,Credential Theft,Third-party Vendor,User Credentials,708427,1491201,1893805,25,54048,No,No,58,15,Internal,No,41481,Size apply create main.
240,OpenCampus,Education,Germany,2021-09-20,DDoS,Phishing Link,Employee Records,120628,1522795,1176813,12,3652,Yes,Yes,30,25,Internal,No,807540,Hair forward individual close loss her these collection.
241,UrbanCart,Retail,Australia,2020-12-03,Data Breach,USB Drive,Customer Data,487102,1408859,906188,30,92069,No,Unknown,64,23,Internal,Yes,248368,Main expert probably should environmental attorney.
242,TrackSwift,Logistics,Singapore,2021-01-21,Ransomware,Third-party Vendor,Employee Records,498519,1578574,1648007,2,11026,No,Unknown,14,1,Internal,No,122598,Next happen help heart.
243,EnergyCore,Energy,France,2021-10-16,Data Breach,Cloud Misconfig,Financial Data,647245,4773996,1921476,3,63121,No,No,82,21,Internal,Yes,360761,Tax decide debate into enough night brother.
244,SafePay Group,Finance,France,2023-04-04,Malware,Web App,Financial Data,532276,706738,645980,27,81351,Yes,Unknown,84,25,External,No,655145,Involve now various assume difference lot.
245,OpenCampus,Education,USA,2025-05-09,Malware,Phishing Link,Employee Records,278139,428948,1522438,10,38796,No,No,38,7,Internal,No,181883,Test challenge general manager policy.
246,NetLine,Telecom,France,2022-08-23,DDoS,Cloud Misconfig,Financial Data,281800,146998,858024,30,78589,No,Yes,86,28,External,Yes,886882,Myself statement itself school than add.
247,BioGenix,Healthcare,France,2024-09-15,Data Breach,Phishing Link,Customer Data,192662,266796,1903171,13,13388,No,No,5,4,External,Yes,818639,Management myself building city system.
